epoch,train_loss,val_loss,train_accuracy,val_accuracy,epoch_time
1,1.7239806296539306,1.5075178504943847,0.41536,0.541,7.357999324798584
2,1.3554786892318726,1.3249503437042236,0.6118,0.6351,7.469000816345215
3,1.2161702868652344,1.2066161575317382,0.67922,0.6945,7.762517929077148
4,1.1241032885742188,1.1594838098526001,0.72662,0.7159,7.888399124145508
5,1.070548657913208,1.1141471075057983,0.75022,0.731,7.487844467163086
6,1.0238300588607787,1.103709150314331,0.77404,0.7451,7.746018648147583
7,0.991778576889038,1.1133236230850219,0.78714,0.7337,8.078643560409546
8,0.9506368608474731,1.03605682888031,0.80548,0.7684,7.813011169433594
9,0.9194559696960449,0.9812392250061035,0.81926,0.7953,7.794191122055054
10,0.8924876468467713,0.9112323573112487,0.82998,0.8253,7.919400215148926
11,0.8650926043510437,0.9147229145050049,0.84162,0.8221,8.13864278793335
12,0.8400029266738892,0.9415982673645019,0.85234,0.8069,7.570455074310303
13,0.819711280670166,0.8776682903289795,0.8619,0.8365,7.629481315612793
14,0.8006855074119568,0.8578150937080383,0.87054,0.8446,7.677042007446289
15,0.7804620693397522,0.8767887908935547,0.87826,0.8397,8.001285314559937
16,0.7608014872169495,0.8486111112594604,0.8871,0.8497,7.850724220275879
17,0.7389854279899597,0.8527746437072754,0.89692,0.8482,7.823248386383057
18,0.7242185823440552,0.8013566289901733,0.90296,0.8674,7.881749868392944
19,0.7021250175094604,0.7897873886108399,0.91192,0.877,8.01935601234436
20,0.6871668249893188,0.7928383676528931,0.91908,0.8747,7.756908416748047
21,0.6681547922515869,0.7915060597419739,0.92816,0.8755,7.534018516540527
22,0.6499535806083679,0.769690401172638,0.93574,0.8853,7.879648208618164
23,0.6324373670959472,0.7690574296951294,0.94444,0.8866,8.156685590744019
24,0.6177310584449768,0.7619454576492309,0.95104,0.8907,7.469066858291626
25,0.6046497588348388,0.7521627233505249,0.95604,0.8949,7.808816909790039
26,0.5937642642593384,0.7493503687858581,0.96112,0.8975,7.802659034729004
27,0.5853986721420288,0.7480391321182251,0.96442,0.8976,7.87252140045166
28,0.578577609539032,0.7425358305931091,0.96802,0.8998,7.927742004394531
29,0.5730871058273316,0.7429993938446044,0.9702,0.9006,7.812039613723755
30,0.5721508300971985,0.7430990348815918,0.9701,0.9013,7.567419767379761
